dis,phi,reg_phi,kdp,reg_kdp
33.4125,69.12,73.65719665271968,153.4666666666608,0.0
33.4875,92.14,73.65719665271968,-66.33333333333712,0.0
33.5625,82.19,73.65719665271968,-114.73333333332894,0.0
33.6375,64.98,73.65719665271968,50.533333333331406,0.0
33.712500000000006,72.56,73.65719665271968,-32.0000000000018,0.0
33.7875,67.76,73.65719665271968,12.999999999999432,0.0
33.8625,69.71,73.65719665271968,54.33333333333646,0.0
33.9375,77.86,73.65719665271968,20.866666666665846,0.0
34.0125,80.99,73.65719665271968,-55.199999999997914,0.0
34.087500000000006,72.71,73.65719665271968,50.46666666666958,0.0
34.1625,80.28,73.65719665271968,-65.73333333333083,0.0
34.2375,70.42,73.65719665271968,110.73333333333963,0.0
34.3125,87.03,73.65719665271968,-50.66666666666471,0.0
34.3875,79.43,73.65719665271968,-149.26666666666105,0.0
34.462500000000006,57.04,73.65719665271968,110.73333333333967,0.0
34.5375,73.65,73.65719665271968,-12.333333333332924,0.0
34.6125,71.8,73.65719665271968,-17.33333333333428,0.0
34.6875,69.2,73.65719665271968,22.799999999999148,0.0
34.7625,72.62,73.65719665271968,97.7999999999963,0.0
34.837500000000006,87.29,73.65719665271968,-41.46666666666911,0.0
35.212500000000006,81.07,73.65719665271968,-20.503703703703568,0.0
35.587500000000006,53.39,73.65719665271968,202.3333333333448,0.0
35.6625,83.74,73.65719665271968,-37.13333333333188,0.0
35.7375,78.17,73.65719665271968,-101.86666666667246,0.0
35.8125,62.89,73.65719665271968,-64.99999999999754,0.0
35.8875,53.14,73.65719665271968,191.7333333333261,0.0
36.0,81.9,73.65719665271968,-70.03333333333401,0.0
